DISTRICT_CD,DISTRICT,CIRCLE_CD,CIRCLE,SDPO_CD,SDPO,PS_CD,PS
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039090,Governorpet-CRIME
2039,NTR Commissionerate,2039302,VIjayawada Central Zone,2039402,DCP LO-1,2039095,Gunadala
2039,NTR Commissionerate,2039301,VIjayawada West Zone,2039403,DCP LO-2,2039016,Ibrahimpatnam
2039,NTR Commissionerate,2026208,Jaggaiahpet Circle,2026403,Nandigama SDPO,2026017,Jaggaiahpet
2039,NTR Commissionerate,2026209,Nandigama Rural Circle,2026403,Nandigama SDPO,2026022,Kanchikacherla
2039,NTR Commissionerate,2039304,VIjayawada South Zone,2039403,DCP LO-2,2039056,Krishnalanka
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039085,Krishnalanka-CRIME
2039,NTR Commissionerate,2039302,VIjayawada Central Zone,2039402,DCP LO-1,2039057,Machavaram
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039086,Machavaram-CRIME
2039,NTR Commissionerate,0,-,2039402,DCP LO-1,2039059,"Mahila UPS, Vijayawada"
2039,NTR Commissionerate,2026211,Mylavaram Circle,2039405,Mylavaram SDPO,2026031,Mylavaram
2039,NTR Commissionerate,0,-,2026403,Nandigama SDPO,2026033,Nandigama
2039,NTR Commissionerate,2039305,VIjayawada North Zone,2039403,DCP LO-2,2039036,Nunna
2039,NTR Commissionerate,2039302,VIjayawada Central Zone,2039402,DCP LO-1,2039058,Patamata
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039087,Patamata-CRIME
2039,NTR Commissionerate,2026208,Jaggaiahpet Circle,2026403,Nandigama SDPO,2026038,Penuganchiprolu
2039,NTR Commissionerate,2026211,Mylavaram Circle,2039405,Mylavaram SDPO,2026041,Reddigudem
2039,NTR Commissionerate,2039305,VIjayawada North Zone,2039403,DCP LO-2,2039055,Satyanarayanapuram
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039084,Satyanarayanapuram-CRIME
2039,NTR Commissionerate,2039304,VIjayawada South Zone,2039403,DCP LO-2,2039054,Suryaraopet
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039083,Suryaraopet-CRIME
2039,NTR Commissionerate,2026213,Tiruvuru Circle,2039405,Mylavaram SDPO,2026045,Tiruvuru
2039,NTR Commissionerate,2026208,Jaggaiahpet Circle,2026403,Nandigama SDPO,2026050,Vatsavai
2039,NTR Commissionerate,2026209,Nandigama Rural Circle,2026403,Nandigama SDPO,2026049,Veerulapadu
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039088,Vijayawada I Tn-CRIME
2039,NTR Commissionerate,2039301,VIjayawada West Zone,2039403,DCP LO-2,2039051,Vijayawada I Town
2039,NTR Commissionerate,2039301,VIjayawada West Zone,2039403,DCP LO-2,2039052,Vijayawada II Town
2039,NTR Commissionerate,2039204,Vijaywada CCS Circle,0,-,2039089,Vijayawada II Town-CRIME
2039,NTR Commissionerate,2039303,VIjayawada Traffic Zone,2039400,DCP Traffic,2039061,Vijayawada Traffic I (T)
2039,NTR Commissionerate,2039303,VIjayawada Traffic Zone,2039400,DCP Traffic,2039062,Vijayawada Traffic II (T)
2039,NTR Commissionerate,2039303,VIjayawada Traffic Zone,2039400,DCP Traffic,2039063,Vijayawada Traffic III (T)
2039,NTR Commissionerate,2039303,VIjayawada Traffic Zone,2039400,DCP Traffic,2039064,Vijayawada Traffic IV (T)
2039,NTR Commissionerate,2039303,VIjayawada Traffic Zone,2039400,DCP Traffic,2039092,Vijayawada Traffic V (T)
2039,NTR Commissionerate,2026213,Tiruvuru Circle,2039405,Mylavaram SDPO,2026059,Vissannapet
2062,Nandyal,2027211,Allagadda Rural Circle,2027402,Allagadda SDPO,2027008,Allagadda Rural
2062,Nandyal,0,-,2027402,Allagadda SDPO,2027004,Allagadda Town
2062,Nandyal,2027218,Atmakur Circle,2027404,Atmakur SDPO,2027007,Atmakur
2062,Nandyal,2027216,Nandyal Rural Circle,2027403,Nandyal SDPO,2027009,B.Atmakur
2062,Nandyal,2027224,Banaganapalli Circle,2027405,Dhone SDPO,2027010,Banaganapalli
2062,Nandyal,0,-,2027405,Dhone SDPO,2027011,Bethamcherla
2062,Nandyal,2027219,Nandikotkur Rural Circle,2027404,Atmakur SDPO,2027016,Brahamanakotkur
2062,Nandyal,2027211,Allagadda Rural Circle,2027402,Allagadda SDPO,2027014,Chagalamarri
2062,Nandyal,0,-,2027405,Dhone SDPO,2027092,Dhone Rural
2062,Nandyal,0,-,2027405,Dhone SDPO,2027019,Dhone Town
2062,Nandyal,2027211,Allagadda Rural Circle,2027402,Allagadda SDPO,2027020,Dornipadu
2062,Nandyal,2027217,Panyam Circle,2027403,Nandyal SDPO,2027022,Gadivemula
2062,Nandyal,2027216,Nandyal Rural Circle,2027403,Nandyal SDPO,2027088,Gospadu
2062,Nandyal,2027222,Peapully Circle,2027405,Dhone SDPO,2027028,Jaladurgam
2062,Nandyal,2027219,Nandikotkur Rural Circle,2027404,Atmakur SDPO,2027030,Jupadu Bangalow
2062,Nandyal,2027213,Koilakuntla Circle,2027402,Allagadda SDPO,2027032,Koilakuntla
2062,Nandyal,2027213,Koilakuntla Circle,2027402,Allagadda SDPO,2027033,Kolimigundla
2062,Nandyal,2027218,Atmakur Circle,2027404,Atmakur SDPO,2027044,Kothapalli
2062,Nandyal,2027216,Nandyal Rural Circle,2027403,Nandyal SDPO,2027089,Mahanandi
2062,Nandyal,2027219,Nandikotkur Rural Circle,2027404,Atmakur SDPO,2027048,Midthur
2062,Nandyal,2027219,Nandikotkur Rural Circle,2027404,Atmakur SDPO,2027059,Muchumarri
2062,Nandyal,2027222,Peapully Circle,2027405,Dhone SDPO,2027057,N.Racherla
2062,Nandyal,0,-,2027404,Atmakur SDPO,2027051,Nandikotkur
2062,Nandyal,2027224,Banaganapalli Circle,2027405,Dhone SDPO,2027052,Nandivargam
2062,Nandyal,0,-,2027403,Nandyal SDPO,2027054,Nandyal I Town
2062,Nandyal,0,-,2027403,Nandyal SDPO,2027055,Nandyal II Town
2062,Nandyal,0,-,2027403,Nandyal SDPO,2027066,Nandyal III Town
2062,Nandyal,0,-,2027403,Nandyal SDPO,2027053,Nandyal Taluk
2062,Nandyal,0,-,2027403,Nandyal SDPO,2027047,Nandyal Traffic
2062,Nandyal,2027224,Banaganapalli Circle,2027405,Dhone SDPO,2027058,Owk
2062,Nandyal,2027218,Atmakur Circle,2027404,Atmakur SDPO,2027064,Pamulapadu
2062,Nandyal,2027217,Panyam Circle,2027403,Nandyal SDPO,2027060,Panyam
2062,Nandyal,2027222,Peapully Circle,2027405,Dhone SDPO,2027062,Peapully
2062,Nandyal,2027213,Koilakuntla Circle,2027402,Allagadda SDPO,2027067,Revanur
2062,Nandyal,2027212,Sirivella Circle,2027402,Allagadda SDPO,2027068,Rudravaram
2062,Nandyal,2027213,Koilakuntla Circle,2027402,Allagadda SDPO,2027069,Sanjamala
2062,Nandyal,2027212,Sirivella Circle,2027402,Allagadda SDPO,2027070,Sirivella
2062,Nandyal,2027220,Srisailam Circle,2027404,Atmakur SDPO,2027071,Srisailam I Town
2062,Nandyal,2027220,Srisailam Circle,2027404,Atmakur SDPO,2027072,Srisailam II Town
2062,Nandyal,2027211,Allagadda Rural Circle,2027402,Allagadda SDPO,2027075,Uyyalawada
2062,Nandyal,2027218,Atmakur Circle,2027404,Atmakur SDPO,2027081,Velugodu
2063,Palnadu,0,-,2019405,Sattenapalli SDPO,2019002,Amaravathi
2063,Palnadu,2063201,Pedakurapadu Circle,2019405,Sattenapalli SDPO,2019004,Atchampet
2063,Palnadu,2019212,Vinukonda Rural Circle,2019404,Narsaraopet SDPO,2019077,Bandlamotu
2063,Palnadu,2063201,Pedakurapadu Circle,2019405,Sattenapalli SDPO,2019076,Bellamkonda
2063,Palnadu,0,-,0,-,2019097,"CCS , Palnadu"
2063,Palnadu,2019210,Chilakaluripet Rural Circle,2019404,Narsaraopet SDPO,2019014,Chilakaluripet Rural
2063,Palnadu,0,-,2019404,Narsaraopet SDPO,2019013,Chilakaluripet Town
2063,Palnadu,0,-,2019403,Gurazala SDPO,2019017,Dachepalli
2063,Palnadu,2063204,Karempudi Circle,2019403,Gurazala SDPO,2019019,Durgi
2063,Palnadu,2019210,Chilakaluripet Rural Circle,2019404,Narsaraopet SDPO,2019078,Edlapadu
2063,Palnadu,0,-,2019403,Gurazala SDPO,2019021,Gurazala Town
2063,Palnadu,2019212,Vinukonda Rural Circle,2019404,Narsaraopet SDPO,2019024,Inavole
2063,Palnadu,2019212,Vinukonda Rural Circle,2019404,Narsaraopet SDPO,2019025,Ipur
2063,Palnadu,2063204,Karempudi Circle,2019403,Gurazala SDPO,2019027,Karempudi
2063,Palnadu,2063201,Pedakurapadu Circle,2019405,Sattenapalli SDPO,2019080,Krosuru
2063,Palnadu,2063205,Dachepalli UPS,2019403,Gurazala SDPO,2019036,Machavaram
2063,Palnadu,2019209,Macherla Rural Circle,2019403,Gurazala SDPO,2019033,Macherla Rural
2063,Palnadu,0,-,2019403,Gurazala SDPO,2019034,Macherla Town
2063,Palnadu,0,-,0,-,2019094,"Mahila UPS, Palnadu"
2063,Palnadu,2019214,Sattenapalli Rural Circle,2019405,Sattenapalli SDPO,2019081,Muppalla
2063,Palnadu,2019210,Chilakaluripet Rural Circle,2019404,Narsaraopet SDPO,2019043,Nadendla
2063,Palnadu,2019209,Macherla Rural Circle,2019403,Gurazala SDPO,2019039,Nagarjunasagar
2063,Palnadu,2019211,Narsaraopet Rural  Circle,2019404,Narsaraopet SDPO,2019041,Narasaraopet Rural
2063,Palnadu,2063206,Narsaraopet I Town UPS,2019404,Narsaraopet SDPO,2019095,Narasaraopet Trafic PS
2063,Palnadu,0,-,2019404,Narsaraopet SDPO,2019042,Narsaraopet I Town
2063,Palnadu,0,-,2019404,Narsaraopet SDPO,2019045,Narsaraopet II Town
2063,Palnadu,2019214,Sattenapalli Rural Circle,2019405,Sattenapalli SDPO,2019040,Nekarekal
2063,Palnadu,2063201,Pedakurapadu Circle,2019405,Sattenapalli SDPO,2019049,Pedakurapadu
2063,Palnadu,0,-,2019403,Gurazala SDPO,2019052,Piduguralla
2063,Palnadu,2019214,Sattenapalli Rural Circle,2019405,Sattenapalli SDPO,2019056,Rajupalem
2063,Palnadu,2063204,Karempudi Circle,2019403,Gurazala SDPO,2019060,Rentachinthala
2063,Palnadu,2019211,Narsaraopet Rural  Circle,2019404,Narsaraopet SDPO,2019059,Rompicherla
2063,Palnadu,2019214,Sattenapalli Rural Circle,2019405,Sattenapalli SDPO,2019063,Sattenapalli Rural
2063,Palnadu,0,-,2019405,Sattenapalli SDPO,2019061,Sattenapalli Town
2063,Palnadu,2019212,Vinukonda Rural Circle,2019404,Narsaraopet SDPO,2019062,Savalyapuram
2063,Palnadu,2019209,Macherla Rural Circle,2019403,Gurazala SDPO,2019074,Veldurthy
2063,Palnadu,0,-,2019404,Narsaraopet SDPO,2019075,Vinukonda
2061,Parvathipuram Manyam,2037208,Parvathipuram Rural Circle,2037401,Parvathipuram SDPO,2037066,Balijipeta
2061,Parvathipuram Manyam,2034208,Palakonda Circle,2034402,Palakonda SDPO,2034005,Bathili
2061,Parvathipuram Manyam,2061203,Chinamerangi Circle,2034402,Palakonda SDPO,2037012,Chinamerangi
2061,Parvathipuram Manyam,2034208,Palakonda Circle,2034402,Palakonda SDPO,2034011,Donubhai
2061,Parvathipuram Manyam,2037209,Elwinpeta Circle,2034402,Palakonda SDPO,2037013,Elwinpeta
2061,Parvathipuram Manyam,2061203,Chinamerangi Circle,2034402,Palakonda SDPO,2037023,Garugubilli
2061,Parvathipuram Manyam,2061203,Chinamerangi Circle,2034402,Palakonda SDPO,2037024,Jiyyammavalasa
2061,Parvathipuram Manyam,2037208,Parvathipuram Rural Circle,2037401,Parvathipuram SDPO,2037068,Komarada
2061,Parvathipuram Manyam,0,-,2037401,Parvathipuram SDPO,2037026,Kotiya
2061,Parvathipuram Manyam,2037209,Elwinpeta Circle,2034402,Palakonda SDPO,2037027,Kurupam
2061,Parvathipuram Manyam,2061201,Salur Rural Circle,2037401,Parvathipuram SDPO,2037028,Makkuva
2061,Parvathipuram Manyam,2037209,Elwinpeta Circle,2034402,Palakonda SDPO,2037032,Neelakantapuram
2061,Parvathipuram Manyam,2061201,Salur Rural Circle,2037401,Parvathipuram SDPO,2037069,Pachipenta
2061,Parvathipuram Manyam,2034208,Palakonda Circle,2034402,Palakonda SDPO,2034036,Palakonda
2061,Parvathipuram Manyam,2037208,Parvathipuram Rural Circle,2037401,Parvathipuram SDPO,2037037,Parvathipuram Rural
2061,Parvathipuram Manyam,0,-,2037401,Parvathipuram SDPO,2037038,Parvathipuram Town
2061,Parvathipuram Manyam,2061204,Parvathipuram Town UPS,2037401,Parvathipuram SDPO,2061001,Parvathipuram Traffic
2061,Parvathipuram Manyam,2061201,Salur Rural Circle,2037401,Parvathipuram SDPO,2037046,Salur Rural
2061,Parvathipuram Manyam,0,-,2037401,Parvathipuram SDPO,2037044,Salur Town
2061,Parvathipuram Manyam,2034208,Palakonda Circle,2034402,Palakonda SDPO,2034046,Seethampeta
2061,Parvathipuram Manyam,2037208,Parvathipuram Rural Circle,2037401,Parvathipuram SDPO,2037045,Seethanagaram
2061,Parvathipuram Manyam,2034208,Palakonda Circle,2034402,Palakonda SDPO,2034056,Veeraghattam
2033,Prakasam,2033224,Cumbum Circle,2033403,Markapur SDPO,2033002,Ardhaveedu
2033,Prakasam,2033224,Cumbum Circle,2033403,Markapur SDPO,2033005,Besthavaripeta
2033,Prakasam,2033207,Pamur Circle ,2033405,Kanigiri SDPO,2033007,C.S.Puram
2033,Prakasam,0,-,0,-,2033006,"CCS , Ongole"
2033,Prakasam,0,-,2033404,Ongole SDPO,2033008,Chimakurthy
2033,Prakasam,2033224,Cumbum Circle,2033403,Markapur SDPO,2033011,Cumbum
2033,Prakasam,2033202,Darsi Circle,2033401,Darsi SDPO,2033016,Darsi
2033,Prakasam,2033223,Tripuranthakam Circle,2033401,Darsi SDPO,2033017,Donakonda
2033,Prakasam,2033210,Yerragondapalem Circle,2033403,Markapur SDPO,2033018,Dornala
2033,Prakasam,0,-,2033403,Markapur SDPO,2033022,Giddalur
2033,Prakasam,2033206,Kanigiri Circle,2033405,Kanigiri SDPO,2033024,Hanumanthunipadu
2033,Prakasam,2033213,Singarayakonda Circle,2033404,Ongole SDPO,2033097,Jarugumalli
2033,Prakasam,2033206,Kanigiri Circle,2033405,Kanigiri SDPO,2033033,Kanigiri
2033,Prakasam,2033209,Giddalur Circle,2033403,Markapur SDPO,2033034,Komarolu
2033,Prakasam,2033203,Podili Circle,2033401,Darsi SDPO,2033037,Konakanamitla
2033,Prakasam,2033222,Kondepi Circle,2033405,Kanigiri SDPO,2033035,Kondepi
2033,Prakasam,2033225,Ongole II Town UPS,2033404,Ongole SDPO,2033039,Kothapatnam
2033,Prakasam,2033223,Tripuranthakam Circle,2033401,Darsi SDPO,2033036,Kurichedu
2033,Prakasam,2033212,Ongole Rural Circle,2033404,Ongole SDPO,2033043,Maddipadu
2033,Prakasam,0,-,0,-,2033003,"Mahila UPS, Ongole"
2033,Prakasam,2033208,Markapur Circle,2033403,Markapur SDPO,2033047,Markapur Rural
2033,Prakasam,2033208,Markapur Circle,2033403,Markapur SDPO,2033041,Markapur Town
2033,Prakasam,2033222,Kondepi Circle,2033405,Kanigiri SDPO,2033044,Marripudi
2033,Prakasam,2033202,Darsi Circle,2033401,Darsi SDPO,2033045,Mundlamur
2033,Prakasam,2033212,Ongole Rural Circle,2033404,Ongole SDPO,2033048,N.G. Padu
2033,Prakasam,0,-,2033404,Ongole SDPO,2033054,Ongole I Town
2033,Prakasam,0,-,2033404,Ongole SDPO,2033055,Ongole II Town
2033,Prakasam,0,-,2033404,Ongole SDPO,2033053,Ongole Taluk
2033,Prakasam,2033207,Pamur Circle ,2033405,Kanigiri SDPO,2033061,Pamur
2033,Prakasam,2033206,Kanigiri Circle,2033405,Kanigiri SDPO,2033067,Peddacherlo Palli
2033,Prakasam,2033210,Yerragondapalem Circle,2033403,Markapur SDPO,2033066,Peddaraveedu
2033,Prakasam,2033203,Podili Circle,2033401,Darsi SDPO,2033063,Podili
2033,Prakasam,2033222,Kondepi Circle,2033405,Kanigiri SDPO,2033064,Ponnalur
2033,Prakasam,2033210,Yerragondapalem Circle,2033403,Markapur SDPO,2033065,Pullala Cheruvu
2033,Prakasam,2033209,Giddalur Circle,2033403,Markapur SDPO,2033070,Racherla
2033,Prakasam,2033212,Ongole Rural Circle,2033404,Ongole SDPO,2033078,Santhanuthalapadu
2033,Prakasam,2033213,Singarayakonda Circle,2033404,Ongole SDPO,2033077,Singarayakonda
2033,Prakasam,2033213,Singarayakonda Circle,2033404,Ongole SDPO,2033083,Tangutur
2033,Prakasam,2033203,Podili Circle,2033401,Darsi SDPO,2033082,Tarlupadu
2033,Prakasam,2033202,Darsi Circle,2033401,Darsi SDPO,2033084,Thallur
2033,Prakasam,0,-,0,-,2033079,"Traffic , Ongole"
2033,Prakasam,2033223,Tripuranthakam Circle,2033401,Darsi SDPO,2033085,Tripuranthakam
2033,Prakasam,2033207,Pamur Circle ,2033405,Kanigiri SDPO,2033088,Veligandla
2033,Prakasam,2033210,Yerragondapalem Circle,2033403,Markapur SDPO,2033095,Yerragonda Palem
2052,Red Sanders Anti-Smuggling Task Force,0,-,0,-,2052001,Red Sander Anti smuggling task force
2031,Sri Potti Sriramulu Nellore,2031225,Sangam Circle,2031404,Atmakur SDPO,2031003,A.S.Pet
2031,Sri Potti Sriramulu Nellore,2031212,Kavali Rural Circle,2031403,Kavali SDPO,2031001,Allur
2031,Sri Potti Sriramulu Nellore,2031215,Atmakur Circle,2031404,Atmakur SDPO,2031077,Ananthasagaram
2031,Sri Potti Sriramulu Nellore,2031215,Atmakur Circle,2031404,Atmakur SDPO,2031002,Atmakur
2031,Sri Potti Sriramulu Nellore,0,-,2031400,Nellore Town SDPO,2031052,Balajinagar
2031,Sri Potti Sriramulu Nellore,2031212,Kavali Rural Circle,2031403,Kavali SDPO,2031005,Bitragunta
2031,Sri Potti Sriramulu Nellore,0,-,2031401,Nellore Rural SDPO,2031006,Buchireddypalem
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031008,"CCS , Nellore"
2031,Sri Potti Sriramulu Nellore,2031225,Sangam Circle,2031404,Atmakur SDPO,2031011,Chejerla
2031,Sri Potti Sriramulu Nellore,0,-,2031400,Nellore Town SDPO,2031046,Chinna Bazar
2031,Sri Potti Sriramulu Nellore,2031212,Kavali Rural Circle,2031403,Kavali SDPO,2031017,Dagadarthi
2031,Sri Potti Sriramulu Nellore,0,-,2031400,Nellore Town SDPO,2031049,Dargamitta
2031,Sri Potti Sriramulu Nellore,2031214,Udayagiri Circle,2031403,Kavali SDPO,2031019,Duttaluru
2031,Sri Potti Sriramulu Nellore,2031219,Gudlur Circle,2033402,Kandukur SDPO,2033023,Gudlur
2031,Sri Potti Sriramulu Nellore,2031205,Kovur Circle,2031401,Nellore Rural SDPO,2031026,Indukurpet
2031,Sri Potti Sriramulu Nellore,2031213,Kaligiri Circle,2031403,Kavali SDPO,2031027,Jaladanki
2031,Sri Potti Sriramulu Nellore,2031213,Kaligiri Circle,2031403,Kavali SDPO,2031028,Kaligiri
2031,Sri Potti Sriramulu Nellore,2031224,Rapur Circle,2031404,Atmakur SDPO,2031029,Kaluvoy
2031,Sri Potti Sriramulu Nellore,2031224,Rapur Circle,2031404,Atmakur SDPO,2031036,Kandaleru
2031,Sri Potti Sriramulu Nellore,2033205,Kandukur Circle,2033402,Kandukur SDPO,2033032,Kandukur Town
2031,Sri Potti Sriramulu Nellore,2033205,Kandukur Circle,2033402,Kandukur SDPO,2033098,Kandukuru Rural
2031,Sri Potti Sriramulu Nellore,0,-,2031403,Kavali SDPO,2031031,Kavali I Town
2031,Sri Potti Sriramulu Nellore,0,-,2031403,Kavali SDPO,2031037,Kavali II Town
2031,Sri Potti Sriramulu Nellore,0,-,2031403,Kavali SDPO,2031030,Kavali Rural
2031,Sri Potti Sriramulu Nellore,2031206,B. Palem Circle,2031401,Nellore Rural SDPO,2031032,Kodavalur
2031,Sri Potti Sriramulu Nellore,2031213,Kaligiri Circle,2031403,Kavali SDPO,2031035,Kondapuram
2031,Sri Potti Sriramulu Nellore,2031205,Kovur Circle,2031401,Nellore Rural SDPO,2031034,Kovur
2031,Sri Potti Sriramulu Nellore,2031204,Krishnapatnam Port Circle,2031401,Nellore Rural SDPO,2031038,Krishnapatnam Port
2031,Sri Potti Sriramulu Nellore,2031219,Gudlur Circle,2033402,Kandukur SDPO,2033040,Lingasamudram
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031015,"Mahila UPS, Nellore"
2031,Sri Potti Sriramulu Nellore,2031216,Podalakur Circle,2031401,Nellore Rural SDPO,2031043,Manubolu
2031,Sri Potti Sriramulu Nellore,2031215,Atmakur Circle,2031404,Atmakur SDPO,2031014,Marripadu (D.C.Palli)
2031,Sri Potti Sriramulu Nellore,2031204,Krishnapatnam Port Circle,2031401,Nellore Rural SDPO,2031042,Muttukur
2031,Sri Potti Sriramulu Nellore,0,-,2031400,Nellore Town SDPO,2031047,Nawabpet
2031,Sri Potti Sriramulu Nellore,0,-,2031401,Nellore Rural SDPO,2031045,Nellore Rural
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031056,Nellore Traffic (North)
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031055,Nellore Traffic (South)
2031,Sri Potti Sriramulu Nellore,2031216,Podalakur Circle,2031401,Nellore Rural SDPO,2031053,Podalakur
2031,Sri Potti Sriramulu Nellore,2031224,Rapur Circle,2031404,Atmakur SDPO,2031057,Rapur
2031,Sri Potti Sriramulu Nellore,2031214,Udayagiri Circle,2031403,Kavali SDPO,2031060,S.R.Puram
2031,Sri Potti Sriramulu Nellore,2031225,Sangam Circle,2031404,Atmakur SDPO,2031074,Sangam
2031,Sri Potti Sriramulu Nellore,0,-,2031400,Nellore Town SDPO,2031048,Santhapet
2031,Sri Potti Sriramulu Nellore,2031215,Atmakur Circle,2031404,Atmakur SDPO,2031063,Somasila
2031,Sri Potti Sriramulu Nellore,2031224,Rapur Circle,2031404,Atmakur SDPO,2031062,Sydapuram
2031,Sri Potti Sriramulu Nellore,2031204,Krishnapatnam Port Circle,2031401,Nellore Rural SDPO,2031065,Totapalli Gudur
2031,Sri Potti Sriramulu Nellore,2031214,Udayagiri Circle,2031403,Kavali SDPO,2031067,Udayagiri
2031,Sri Potti Sriramulu Nellore,2033205,Kandukur Circle,2033402,Kandukur SDPO,2033086,Ulavapadu
2031,Sri Potti Sriramulu Nellore,0,-,2031401,Nellore Rural SDPO,2031070,V. Sataram
2031,Sri Potti Sriramulu Nellore,2031214,Udayagiri Circle,2031403,Kavali SDPO,2031076,Varikunta Padu
2031,Sri Potti Sriramulu Nellore,0,-,2031400,Nellore Town SDPO,2031051,Vedayapalem
2031,Sri Potti Sriramulu Nellore,2031206,B. Palem Circle,2031401,Nellore Rural SDPO,2031072,Vidavalur
2031,Sri Potti Sriramulu Nellore,2031213,Kaligiri Circle,2031403,Kavali SDPO,2031073,Vinjamur
2031,Sri Potti Sriramulu Nellore,2031219,Gudlur Circle,2033402,Kandukur SDPO,2033010,Voletivaripalem
2064,Sri Sathya Sai,2012213,Madakasira Circle,2012404,Penukonda SDPO,2012006,Agali
2064,Sri Sathya Sai,2012210,Nallamada Circle,2012405,Puttaparthi SDPO,2012007,Amadaguru
2064,Sri Sathya Sai,2012213,Madakasira Circle,2012404,Penukonda SDPO,2012001,Amarapuram
2064,Sri Sathya Sai,2012203,Dharmavaram Rural Circle,2012401,Dharmavaram SDPO,2012011,Bathalapalli
2064,Sri Sathya Sai,2012216,Puttaparthi Rural Circle,2012405,Puttaparthi SDPO,2012010,Bukkapatnam
2064,Sri Sathya Sai,2012204,Ramagiri Circle,2012401,Dharmavaram SDPO,2012012,Chennekothapalli
2064,Sri Sathya Sai,2012211,Hindupur Rural Circle,2064400,Hindupur SDPO,2012013,Chilmathur
2064,Sri Sathya Sai,0,-,2012401,Dharmavaram SDPO,2012015,Dharmavaram I Town
2064,Sri Sathya Sai,0,,2012401,Dharmavaram SDPO,2064004,Dharmavaram II Town
2064,Sri Sathya Sai,2012203,Dharmavaram Rural Circle,2012401,Dharmavaram SDPO,2012072,Dharmavaram Rural
2064,Sri Sathya Sai,2012209,Kadiri Rural Circle,2012403,Kadiri SDPO,2012017,Gandlapenta
2064,Sri Sathya Sai,0,-,2012404,Penukonda SDPO,2012019,Gorantla
2064,Sri Sathya Sai,2012213,Madakasira Circle,2012404,Penukonda SDPO,2012022,Gudibanda
2064,Sri Sathya Sai,0,-,2064400,Hindupur SDPO,2012025,Hindupur I Town
2064,Sri Sathya Sai,0,-,2064400,Hindupur SDPO,2012027,Hindupur II Town
2064,Sri Sathya Sai,0,-,2064400,Hindupur SDPO,2012024,Hindupur Rural
2064,Sri Sathya Sai,2012211,Hindupur Rural Circle,2064400,Hindupur SDPO,2064003,Hindupuram Traffic
2064,Sri Sathya Sai,2012214,Penukonda Circle,2012404,Penukonda SDPO,2012094,KIA PS
